user_id,item_id,timestamp,domain
1,1,0,0
1,2,1,0
1,3,2,0
1,4,3,0
1,3,4,0
1,5,5,0
1,6,6,0
1,3,7,0
1,7,8,0
1,8,9,0
1,9,10,0
1,10,11,0
1,11,12,0
1,2,13,0
1,12,14,0
1,12,15,0
1,12,16,0
1,12,17,0
1,13,18,0
1,14,19,0
1,15,20,0
1,16,21,0
1,4,22,0
1,2,23,0
1,17,24,0
1,18,25,0
1,13,26,0
1,19,27,0
1,20,28,0
1,21,29,0
1,22,30,0
1,23,31,0
1,24,32,0
1,25,33,0
1,26,34,0
1,27,35,0
1,28,36,0
1,29,37,0
1,30,38,0
1,31,39,0
1,32,40,0
1,33,41,0
1,34,42,0
1,35,43,0
1,36,44,0
1,37,45,0
1,38,46,0
1,39,47,0
1,40,48,0
1,41,49,0
1,42,50,0
1,43,51,0
1,44,52,0
1,45,53,0
1,46,54,0
1,47,55,0
1,12,56,0
1,48,57,0
1,49,58,0
1,50,59,0
1,51,60,0
1,52,61,0
1,8,62,0
1,14,63,0
1,3,64,0
1,53,65,0
1,54,66,0
1,55,67,0
1,56,68,0
2,57,69,0
2,58,70,0
2,59,71,0
2,60,72,0
2,61,73,0
3,62,74,0
3,63,75,0
3,64,76,0
3,65,77,0
3,66,78,0
3,67,79,0
3,68,80,0
4,69,81,0
4,70,82,0
4,71,83,0
4,72,84,0
4,73,85,0
4,74,86,0
5,75,87,0
5,76,88,0
5,77,89,0
5,78,90,0
5,79,91,0
5,80,92,0
5,81,93,0
5,82,94,0
5,83,95,0
5,84,96,0
5,85,97,0
6,86,98,0
6,87,99,0
6,88,100,0
6,89,101,0
6,90,102,0
6,91,103,0
6,92,104,0
6,93,105,0
7,94,106,0
7,95,107,0
7,96,108,0
7,97,109,0
7,98,110,0
7,99,111,0
7,100,112,0
7,101,113,0
7,102,114,0
8,103,115,0
8,104,116,0
8,105,117,0
8,106,118,0
8,107,119,0
8,108,120,0
8,109,121,0
8,108,122,0
8,110,123,0
8,111,124,0
8,112,125,0
8,113,126,0
8,114,127,0
8,115,128,0
8,116,129,0
8,117,130,0
9,118,131,0
9,119,132,0
9,120,133,0
9,121,134,0
9,122,135,0
10,123,136,0
10,124,137,0
10,125,138,0
10,126,139,0
10,127,140,0
10,128,141,0
11,129,142,0
11,130,143,0
11,131,144,0
11,132,145,0
11,133,146,0
11,134,147,0
11,135,148,0
11,136,149,0
11,137,150,0
11,138,151,0
11,139,152,0
12,140,153,0
12,141,154,0
12,142,155,0
12,143,156,0
12,144,157,0
13,145,158,0
13,146,159,0
13,147,160,0
13,148,161,0
13,149,162,0
13,150,163,0
13,151,164,0
13,152,165,0
13,153,166,0
13,154,167,0
13,155,168,0
13,156,169,0
13,157,170,0
13,158,171,0
13,159,172,0
13,160,173,0
13,161,174,0
13,162,175,0
13,163,176,0
13,164,177,0
13,165,178,0
13,166,179,0
13,167,180,0
13,168,181,0
13,169,182,0
13,170,183,0
13,171,184,0
13,172,185,0
13,173,186,0
13,174,187,0
13,175,188,0
13,176,189,0
13,177,190,0
13,178,191,0
13,179,192,0
13,180,193,0
13,181,194,0
13,182,195,0
13,183,196,0
13,184,197,0
13,185,198,0
13,186,199,0
13,187,200,0
13,188,201,0
13,189,202,0
13,190,203,0
13,191,204,0
13,192,205,0
13,193,206,0
13,194,207,0
13,195,208,0
13,196,209,0
13,197,210,0
13,198,211,0
13,199,212,0
13,200,213,0
13,201,214,0
13,202,215,0
13,203,216,0
13,204,217,0
13,205,218,0
13,206,219,0
13,207,220,0
13,208,221,0
13,209,222,0
13,210,223,0
13,211,224,0
13,212,225,0
13,213,226,0
13,214,227,0
13,215,228,0
13,216,229,0
13,217,230,0
13,218,231,0
13,219,232,0
13,220,233,0
13,221,234,0
13,222,235,0
13,223,236,0
13,224,237,0
13,225,238,0
13,226,239,0
13,227,240,0
13,228,241,0
13,229,242,0
13,230,243,0
13,231,244,0
13,232,245,0
13,233,246,0
13,234,247,0
13,224,248,0
13,235,249,0
13,236,250,0
13,237,251,0
13,238,252,0
13,239,253,0
13,240,254,0
13,241,255,0
13,242,256,0
13,243,257,0
13,244,258,0
13,245,259,0
13,246,260,0
13,247,261,0
13,248,262,0
13,249,263,0
13,250,264,0
13,251,265,0
13,252,266,0
13,253,267,0
13,254,268,0
13,255,269,0
13,256,270,0
13,257,271,0
13,258,272,0
13,259,273,0
13,260,274,0
13,261,275,0
13,262,276,0
13,263,277,0
13,264,278,0
13,265,279,0
14,266,280,0
14,267,281,0
14,268,282,0
14,269,283,0
14,270,284,0
14,271,285,0
15,272,286,0
15,273,287,0
15,274,288,0
15,275,289,0
15,276,290,0
16,277,291,0
16,278,292,0
16,279,293,0
16,280,294,0
16,281,295,0
16,282,296,0
16,283,297,0
17,284,298,0
17,285,299,0
17,286,300,0
17,287,301,0
17,288,302,0
17,289,303,0
17,290,304,0
18,291,305,0
18,292,306,0
18,293,307,0
18,294,308,0
18,295,309,0
18,296,310,0
18,297,311,0
18,298,312,0
18,299,313,0
18,300,314,0
18,301,315,0
18,302,316,0
18,303,317,0
18,304,318,0
18,305,319,0
19,306,320,0
19,307,321,0
19,308,322,0
19,307,323,0
19,309,324,0
19,310,325,0
19,311,326,0
19,307,327,0
19,312,328,0
19,313,329,0
19,314,330,0
19,315,331,0
19,316,332,0
19,317,333,0
19,318,334,0
19,319,335,0
19,320,336,0
19,94,337,0
19,321,338,0
19,322,339,0
19,323,340,0
19,324,341,0
19,325,342,0
19,326,343,0
19,316,344,0
19,327,345,0
19,328,346,0
19,329,347,0
19,308,348,0
19,330,349,0
19,331,350,0
19,332,351,0
19,333,352,0
19,334,353,0
19,335,354,0
19,336,355,0
19,337,356,0
19,338,357,0
19,339,358,0
19,340,359,0
19,341,360,0
19,342,361,0
19,343,362,0
19,344,363,0
19,345,364,0
19,346,365,0
19,347,366,0
19,348,367,0
19,349,368,0
19,350,369,0
19,351,370,0
19,352,371,0
19,353,372,0
19,354,373,0
19,355,374,0
19,356,375,0
19,357,376,0
19,358,377,0
19,359,378,0
19,355,379,0
19,360,380,0
19,361,381,0
19,362,382,0
19,363,383,0
19,325,384,0
19,364,385,0
19,365,386,0
19,366,387,0
19,320,388,0
19,367,389,0
19,368,390,0
19,369,391,0
19,370,392,0
19,371,393,0
19,372,394,0
19,373,395,0
19,374,396,0
19,313,397,0
19,375,398,0
19,376,399,0
19,377,400,0
19,378,401,0
19,379,402,0
19,380,403,0
19,381,404,0
19,382,405,0
19,383,406,0
19,384,407,0
19,385,408,0
19,386,409,0
19,387,410,0
20,388,411,0
20,389,412,0
20,390,413,0
20,391,414,0
20,392,415,0
20,393,416,0
20,394,417,0
20,395,418,0
20,396,419,0
20,397,420,0
20,398,421,0
20,399,422,0
20,400,423,0
20,401,424,0
20,402,425,0
20,403,426,0
20,404,427,0
20,405,428,0
20,406,429,0
20,407,430,0
20,408,431,0
20,409,432,0
20,410,433,0
20,411,434,0
20,412,435,0
20,413,436,0
20,414,437,0
20,415,438,0
20,416,439,0
20,417,440,0
20,418,441,0
20,419,442,0
20,420,443,0
20,421,444,0
20,422,445,0
20,423,446,0
20,50,447,0
20,31,448,0
20,424,449,0
20,425,450,0
20,426,451,0
20,427,452,0
20,428,453,0
20,429,454,0
20,430,455,0
20,431,456,0
20,432,457,0
20,433,458,0
20,434,459,0
20,435,460,0
20,436,461,0
20,437,462,0
20,438,463,0
20,439,464,0
20,440,465,0
20,441,466,0
20,442,467,0
20,443,468,0
20,444,469,0
20,445,470,0
20,446,471,0
20,77,472,0
20,447,473,0
20,448,474,0
20,449,475,0
20,450,476,0
20,451,477,0
20,452,478,0
20,453,479,0
20,454,480,0
20,455,481,0
20,23,482,0
20,456,483,0
20,457,484,0
20,458,485,0
20,459,486,0
20,460,487,0
20,461,488,0
20,462,489,0
20,463,490,0
20,464,491,0
20,465,492,0
20,406,493,0
20,466,494,0
20,467,495,0
20,468,496,0
20,469,497,0
20,470,498,0
20,471,499,0
20,472,500,0
20,473,501,0
20,474,502,0
20,475,503,0
20,476,504,0
20,477,505,0
20,478,506,0
20,479,507,0
20,480,508,0
20,481,509,0
20,482,510,0
20,483,511,0
20,484,512,0
20,485,513,0
20,486,514,0
20,487,515,0
20,488,516,0
20,489,517,0
20,490,518,0
20,491,519,0
20,492,520,0
20,493,521,0
20,486,522,0
20,494,523,0
20,495,524,0
20,496,525,0
20,497,526,0
20,498,527,0
20,419,528,0
20,46,529,0
20,499,530,0
20,500,531,0
20,501,532,0
20,502,533,0
20,503,534,0
20,504,535,0
20,505,536,0
20,506,537,0
20,507,538,0
20,508,539,0
20,509,540,0
20,406,541,0
20,510,542,0
20,511,543,0
20,512,544,0
20,513,545,0
20,514,546,0
20,515,547,0
20,516,548,0
20,517,549,0
20,518,550,0
20,519,551,0
20,520,552,0
20,521,553,0
20,522,554,0
20,523,555,0
20,524,556,0
20,525,557,0
20,526,558,0
20,527,559,0
20,528,560,0
20,529,561,0
20,530,562,0
20,531,563,0
20,532,564,0
20,533,565,0
20,534,566,0
20,535,567,0
20,536,568,0
20,537,569,0
20,538,570,0
20,539,571,0
20,540,572,0
20,541,573,0
20,419,574,0
20,542,575,0
20,543,576,0
20,544,577,0
20,545,578,0
20,546,579,0
20,547,580,0
20,548,581,0
20,549,582,0
20,550,583,0
20,551,584,0
20,552,585,0
20,553,586,0
20,554,587,0
20,555,588,0
20,556,589,0
20,557,590,0
20,557,591,0
20,558,592,0
20,559,593,0
20,560,594,0
20,561,595,0
20,562,596,0
20,563,597,0
20,564,598,0
20,565,599,0
20,566,600,0
20,567,601,0
20,568,602,0
