user_id,item_id,rating,timestamp,domain
1,1,5.0,1390694400,0
2,1,5.0,1328140800,0
3,1,4.0,1330387200,0
4,1,4.0,1328400000,0
5,1,4.0,1366675200,0
6,1,5.0,1351814400,0
7,1,5.0,1402358400,0
8,2,4.0,1377907200,0
9,2,5.0,1369612800,0
10,2,5.0,1383350400,0
11,2,4.0,1399420800,0
12,2,3.0,1389052800,0
13,2,5.0,1389657600,0
14,2,4.0,1387497600,0
15,2,5.0,1379462400,0
16,2,5.0,1389830400,0
17,2,5.0,1386374400,0
18,2,4.0,1383523200,0
19,2,4.0,1384214400,0
20,3,2.0,1395964800,0
21,3,5.0,1378339200,0
22,3,5.0,1404604800,0
23,3,5.0,1373673600,0
24,3,5.0,1372291200,0
25,3,5.0,1397692800,0
26,3,5.0,1362787200,0
27,4,5.0,1390521600,0
28,4,5.0,1365724800,0
29,4,4.0,1404604800,0
30,4,5.0,1355529600,0
31,4,5.0,1382140800,0
32,4,2.0,1397692800,0
33,4,5.0,1324771200,0
34,4,5.0,1373760000,0
35,4,5.0,1374451200,0
36,4,5.0,1369267200,0
37,4,5.0,1368403200,0
38,4,4.0,1386288000,0
39,4,5.0,1377388800,0
40,4,1.0,1300924800,0
41,4,5.0,1376438400,0
42,4,5.0,1384041600,0
43,4,2.0,1348012800,0
44,4,5.0,1368489600,0
45,4,4.0,1379203200,0
46,4,5.0,1391299200,0
47,4,4.0,1383091200,0
48,4,5.0,1310515200,0
49,4,5.0,1364515200,0
50,4,3.0,1371859200,0
51,4,3.0,1375920000,0
52,4,5.0,1390003200,0
53,4,5.0,1392422400,0
54,4,5.0,1380067200,0
55,4,5.0,1386547200,0
56,4,4.0,1380240000,0
57,4,5.0,1367366400,0
58,4,3.0,1361491200,0
59,4,4.0,1389830400,0
60,4,5.0,1369785600,0
61,4,5.0,1369699200,0
62,4,4.0,1386806400,0
63,4,5.0,1396137600,0
64,4,5.0,1343347200,0
65,4,4.0,1336953600,0
66,4,4.0,1397347200,0
67,4,5.0,1361491200,0
68,4,5.0,1347148800,0
69,4,5.0,1397088000,0
70,4,4.0,1388102400,0
23,4,4.0,1343692800,0
71,4,4.0,1373932800,0
72,4,5.0,1366761600,0
73,4,5.0,1358985600,0
74,4,4.0,1369180800,0
75,4,1.0,1354492800,0
76,4,5.0,1380758400,0
77,4,5.0,1304899200,0
78,4,5.0,1368057600,0
79,4,4.0,1337731200,0
80,4,5.0,1396396800,0
81,4,4.0,1387238400,0
82,4,4.0,1385683200,0
83,4,5.0,1401321600,0
84,4,4.0,1396915200,0
85,4,5.0,1373414400,0
86,4,5.0,1340236800,0
87,4,5.0,1384041600,0
88,4,4.0,1358294400,0
89,4,5.0,1391731200,0
90,4,5.0,1404864000,0
91,4,5.0,1360368000,0
92,4,4.0,1390435200,0
93,4,5.0,1326153600,0
94,4,5.0,1400112000,0
95,4,3.0,1392595200,0
96,4,4.0,1404259200,0
97,4,5.0,1372809600,0
98,4,5.0,1383264000,0
99,4,5.0,1389571200,0
100,4,5.0,1370304000,0
101,4,5.0,1372636800,0
102,4,5.0,1397692800,0
103,4,5.0,1362441600,0
104,4,5.0,1330041600,0
105,4,5.0,1398816000,0
106,4,5.0,1379635200,0
107,4,5.0,1388966400,0
108,4,4.0,1381795200,0
109,4,5.0,1327968000,0
110,4,5.0,1361664000,0
111,4,4.0,1358899200,0
112,4,4.0,1335312000,0
113,4,5.0,1351036800,0
114,4,5.0,1403308800,0
115,4,5.0,1326067200,0
116,4,5.0,1388361600,0
117,4,5.0,1363564800,0
118,4,5.0,1384387200,0
119,4,5.0,1376956800,0
120,4,5.0,1378339200,0
121,4,4.0,1374019200,0
122,4,5.0,1368230400,0
123,4,4.0,1376956800,0
124,4,5.0,1392249600,0
125,4,5.0,1388534400,0
126,4,5.0,1364083200,0
127,4,4.0,1381449600,0
128,4,5.0,1381190400,0
129,4,3.0,1358121600,0
130,4,5.0,1336694400,0
