user_id,item_id,rating,timestamp,domain
1,1,1.0,1391040000,0
2,1,3.0,1397779200,0
3,1,4.0,1378425600,0
4,1,2.0,1386460800,0
5,1,3.0,1382140800,0
6,1,5.0,1365984000,0
7,1,1.0,1376611200,0
8,1,2.0,1378252800,0
9,2,2.0,1405209600,0
10,2,3.0,1388102400,0
11,2,3.0,1400544000,0
12,2,1.0,1392681600,0
13,2,5.0,1390435200,0
14,2,1.0,1389398400,0
15,2,5.0,1392681600,0
16,2,2.0,1396742400,0
17,2,5.0,1379116800,0
18,2,4.0,1382054400,0
19,2,3.0,1383264000,0
20,3,5.0,1316390400,0
21,3,5.0,1376092800,0
22,3,5.0,1322438400,0
23,3,5.0,1338076800,0
24,3,5.0,1359763200,0
25,4,5.0,1394496000,0
26,4,3.0,1324252800,0
27,4,5.0,1378598400,0
28,4,5.0,1391299200,0
29,4,5.0,1392336000,0
30,4,3.0,1392163200,0
31,5,3.0,1255392000,0
32,5,4.0,1402185600,0
33,5,2.0,1207008000,0
34,5,4.0,1234310400,0
35,5,5.0,1392163200,0
36,6,2.0,1365724800,0
37,6,2.0,1358726400,0
38,6,5.0,1395446400,0
39,6,5.0,1396828800,0
40,6,5.0,1385164800,0
41,6,1.0,1373760000,0
42,6,1.0,1344729600,0
43,6,1.0,1379030400,0
44,6,2.0,1357516800,0
45,6,4.0,1337904000,0
46,6,4.0,1356393600,0
47,6,5.0,1300060800,0
48,6,4.0,1370649600,0
49,6,5.0,1324339200,0
50,6,5.0,1386028800,0
51,6,4.0,1378425600,0
52,6,2.0,1341792000,0
53,6,3.0,1296518400,0
54,6,4.0,1392595200,0
55,6,4.0,1335398400,0
56,6,2.0,1401840000,0
57,6,3.0,1356825600,0
58,7,5.0,1373846400,0
59,7,5.0,1293926400,0
60,7,5.0,1180137600,0
61,7,5.0,1355443200,0
62,7,5.0,1296000000,0
63,7,3.0,1403136000,0
64,7,5.0,1329091200,0
65,7,5.0,1399075200,0
66,7,5.0,1362614400,0
67,7,1.0,1388880000,0
68,7,1.0,1382486400,0
69,7,4.0,1357257600,0
70,7,5.0,1400716800,0
71,7,5.0,1158796800,0
72,7,5.0,1398470400,0
73,7,5.0,1369526400,0
74,7,5.0,1383696000,0
75,7,5.0,1403136000,0
76,7,4.0,1321142400,0
77,7,5.0,1378944000,0
78,7,5.0,1400716800,0
79,7,2.0,1303344000,0
80,7,5.0,1385510400,0
81,8,4.0,1403308800,0
69,8,4.0,1378771200,0
82,8,4.0,1344211200,0
83,8,5.0,1357430400,0
84,8,5.0,1353801600,0
85,9,5.0,1333670400,0
86,9,5.0,1386201600,0
87,9,4.0,1357344000,0
88,9,3.0,1402617600,0
89,9,5.0,1386115200,0
90,9,4.0,1383350400,0
91,9,5.0,1388534400,0
92,9,5.0,1328486400,0
93,9,5.0,1363910400,0
94,9,4.0,1356739200,0
95,9,5.0,1360800000,0
96,9,5.0,1238544000,0
97,9,4.0,1374192000,0
86,10,5.0,1386201600,0
88,10,3.0,1402617600,0
98,10,5.0,1389571200,0
92,10,5.0,1397260800,0
99,10,5.0,1370131200,0
100,10,5.0,1399248000,0
101,10,5.0,1351382400,0
102,11,2.0,1376438400,0
103,11,5.0,1365638400,0
104,11,5.0,1391385600,0
105,11,5.0,1395446400,0
106,11,2.0,1391558400,0
107,11,1.0,1380153600,0
108,11,5.0,1395705600,0
109,11,5.0,1378684800,0
110,11,5.0,1355529600,0
111,11,3.0,1300838400,0
112,11,5.0,1370304000,0
113,11,5.0,1388188800,0
114,11,5.0,1255305600,0
115,11,5.0,1367193600,0
116,11,5.0,1400198400,0
117,11,3.0,1351814400,0
118,11,5.0,1393286400,0
119,11,3.0,1327190400,0
120,11,4.0,1356220800,0
121,11,5.0,1388016000,0
122,11,5.0,1273708800,0
123,11,5.0,1359763200,0
124,11,5.0,1385337600,0
125,11,4.0,1327968000,0
126,11,5.0,1380672000,0
127,11,5.0,1332806400,0
128,11,5.0,1390089600,0
129,11,1.0,1360108800,0
130,11,5.0,1398816000,0
131,11,5.0,1380585600,0
132,11,4.0,1355356800,0
133,11,5.0,1399420800,0
134,11,4.0,1382400000,0
135,11,5.0,1377734400,0
136,11,2.0,1372896000,0
137,11,4.0,1376784000,0
138,11,5.0,1325203200,0
139,11,5.0,1384387200,0
140,11,5.0,1361491200,0
141,11,5.0,1404000000,0
142,11,5.0,1359676800,0
143,11,5.0,1346025600,0
144,11,5.0,1358899200,0
145,11,5.0,1373846400,0
146,11,5.0,1390694400,0
147,11,5.0,1391817600,0
