user_id,item_id,rating,timestamp,domain
1,1,5.0,1390953600,0
2,1,4.0,1395964800,0
3,1,5.0,1359331200,0
4,1,5.0,1391817600,0
5,1,4.0,1399248000,0
6,1,3.0,1368662400,0
7,1,3.0,1356480000,0
8,1,5.0,1397520000,0
9,1,4.0,1364428800,0
10,1,3.0,1258588800,0
11,1,5.0,1391990400,0
12,1,5.0,1338422400,0
13,1,3.0,1356480000,0
14,1,5.0,1400889600,0
15,1,5.0,1308873600,0
16,1,5.0,1261872000,0
17,1,5.0,1393977600,0
18,2,5.0,1354665600,0
19,2,4.0,1388620800,0
20,2,5.0,1241481600,0
21,2,5.0,1212105600,0
22,2,5.0,1388102400,0
23,2,5.0,1384905600,0
24,2,5.0,1364256000,0
25,2,5.0,1388448000,0
26,2,3.0,1375488000,0
27,2,3.0,1264636800,0
28,2,4.0,1383004800,0
29,3,4.0,1386633600,0
30,3,3.0,1380067200,0
31,3,5.0,1397520000,0
32,3,3.0,1391817600,0
33,3,2.0,1385510400,0
34,3,5.0,1389398400,0
35,4,5.0,1396396800,0
36,4,5.0,1388534400,0
37,4,5.0,1373241600,0
38,4,5.0,1388361600,0
39,4,5.0,1391990400,0
40,4,5.0,1323129600,0
41,5,5.0,1355529600,0
42,5,5.0,1356739200,0
43,5,3.0,1357516800,0
44,5,5.0,1334102400,0
45,5,4.0,1361750400,0
46,5,5.0,1400630400,0
47,5,4.0,1388880000,0
48,5,3.0,1224115200,0
49,5,5.0,1386720000,0
50,5,5.0,1371340800,0
51,6,5.0,1322352000,0
52,6,5.0,1340496000,0
53,6,3.0,1360886400,0
54,6,5.0,1325289600,0
55,6,3.0,1339891200,0
56,6,5.0,1295308800,0
57,6,5.0,1359849600,0
58,6,3.0,1357603200,0
59,7,5.0,1388016000,0
60,7,3.0,1377648000,0
61,7,5.0,1375228800,0
62,7,4.0,1359417600,0
63,7,5.0,1286323200,0
64,7,5.0,1356134400,0
65,7,3.0,1326067200,0
66,8,5.0,1391731200,0
67,8,5.0,1390262400,0
68,8,5.0,1388188800,0
69,8,5.0,1384473600,0
70,8,5.0,1390867200,0
71,8,5.0,1397260800,0
72,8,5.0,1357084800,0
73,9,4.0,1357257600,0
74,9,4.0,1370476800,0
75,9,5.0,1392768000,0
76,9,5.0,1372118400,0
77,9,4.0,1387065600,0
78,10,4.0,1357516800,0
79,10,4.0,1357171200,0
80,10,4.0,1352073600,0
81,10,5.0,1355875200,0
82,10,4.0,1354233600,0
83,10,5.0,1352851200,0
84,10,4.0,1358812800,0
85,10,5.0,1351987200,0
86,10,4.0,1398297600,0
87,10,4.0,1358294400,0
88,10,5.0,1357344000,0
89,10,4.0,1353715200,0
90,10,4.0,1357084800,0
91,10,3.0,1353974400,0
92,10,4.0,1357084800,0
20,10,5.0,1358208000,0
93,10,5.0,1353628800,0
94,10,4.0,1353888000,0
95,10,4.0,1353369600,0
96,10,4.0,1353542400,0
97,10,4.0,1351814400,0
98,10,5.0,1357603200,0
99,10,5.0,1360800000,0
100,10,5.0,1357084800,0
101,10,3.0,1352592000,0
102,10,4.0,1357344000,0
103,10,5.0,1358985600,0
104,10,3.0,1358208000,0
105,10,5.0,1358985600,0
106,10,5.0,1357171200,0
107,10,5.0,1354492800,0
108,10,5.0,1354492800,0
109,10,4.0,1351209600,0
110,10,4.0,1356480000,0
111,10,4.0,1355011200,0
112,10,5.0,1353628800,0
113,10,4.0,1356739200,0
114,10,5.0,1352332800,0
115,10,5.0,1351209600,0
116,10,4.0,1355875200,0
117,10,4.0,1357430400,0
118,10,4.0,1357171200,0
119,10,5.0,1357084800,0
120,10,4.0,1358467200,0
121,10,4.0,1351987200,0
122,10,4.0,1353628800,0
123,10,5.0,1356825600,0
124,10,5.0,1359849600,0
125,10,4.0,1357257600,0
126,10,4.0,1353974400,0
69,10,5.0,1386633600,0
127,10,5.0,1357776000,0
128,10,5.0,1351641600,0
129,10,5.0,1358294400,0
130,10,4.0,1352160000,0
131,10,5.0,1357084800,0
132,10,5.0,1357689600,0
133,10,4.0,1356825600,0
134,10,5.0,1357171200,0
135,10,5.0,1357084800,0
136,10,4.0,1352332800,0
137,10,5.0,1356825600,0
138,10,5.0,1353974400,0
139,10,5.0,1357257600,0
140,10,5.0,1355270400,0
141,10,4.0,1352419200,0
142,10,4.0,1351987200,0
143,10,4.0,1358121600,0
144,10,4.0,1353283200,0
145,10,5.0,1353024000,0
146,10,4.0,1356912000,0
147,10,4.0,1358640000,0
148,11,4.0,1253404800,0
149,11,5.0,1377820800,0
150,11,5.0,1226793600,0
151,11,4.0,1365638400,0
152,11,3.0,1263686400,0
153,12,5.0,1367971200,0
154,12,5.0,1227398400,0
155,12,4.0,1347235200,0
156,12,1.0,1338854400,0
157,12,2.0,1370995200,0
158,12,5.0,1359936000,0
159,12,4.0,1307923200,0
160,12,4.0,1384732800,0
161,12,3.0,1374537600,0
162,12,5.0,1403308800,0
163,12,5.0,1300579200,0
164,12,1.0,1254441600,0
165,13,5.0,1299801600,0
166,13,4.0,1378944000,0
167,13,4.0,1375574400,0
168,13,4.0,1392595200,0
169,13,5.0,1372982400,0
170,13,5.0,1370390400,0
171,13,5.0,1358812800,0
172,13,5.0,1325808000,0
173,13,5.0,1398384000,0
174,13,5.0,1344816000,0
175,13,5.0,1287446400,0
176,13,5.0,1353888000,0
177,13,5.0,1327017600,0
178,13,5.0,1377129600,0
179,13,5.0,1366502400,0
180,13,2.0,1287360000,0
181,13,5.0,1369353600,0
182,13,5.0,1327276800,0
183,14,5.0,1335312000,0
165,14,5.0,1301270400,0
184,14,1.0,1357776000,0
170,14,5.0,1374796800,0
171,14,5.0,1366761600,0
175,14,4.0,1298678400,0
185,14,5.0,1373587200,0
186,14,1.0,1309737600,0
187,14,4.0,1358208000,0
188,14,3.0,1359331200,0
179,14,4.0,1369094400,0
189,15,5.0,1383004800,0
190,15,5.0,1377475200,0
165,15,5.0,1323648000,0
191,15,5.0,1340150400,0
192,15,3.0,1358380800,0
169,15,5.0,1372982400,0
193,15,5.0,1352851200,0
